https://www.transport.act.gov.au/__data/assets/file/0006/1249692/AllStops.csv
#
#
#
Stop	Description	Latitude	Longitude	Street
1450	Clive Steele Av opp 2nd Balsillie Cr	-35.41661046	149.0865326	CLIVE STEELE AV
1451	Clive Steele Av before 2nd Balsillie Cr	-35.41623883	149.0880053	CLIVE STEELE AV
1452	Clive Steele Av before Harkness St	-35.41629763	149.0883581	CLIVE STEELE AV
1453	Monash PS Corlette Cr	-35.41534004	149.0895689	CORLETTE CR
1454	Corlette Cr after Hebblewhite St	-35.4141638	149.0875773	CORLETTE CR
1456	Corlette Cr opp Monash PS	-35.41478688	149.0889754	CORLETTE CR
1457	Corlette Cr opp Hebblewhite St	-35.41422949	149.0872718	CORLETTE CR
1458	Hebblewhite St after Forwood St	-35.41198882	149.0876644	HEBBLEWHITE ST
1459	Hebblewhite St before Burnell Pl	-35.41209604	149.0874072	HEBBLEWHITE ST
1460	Harricks Cr after 1st Michell St	-35.41071281	149.0911783	HARRICKS CR
1461	Harricks Cr after 1st Michell St	-35.41076479	149.0908834	HARRICKS CR
1462	Harricks Cr after 1st Cracknell St	-35.4088072	149.0926794	HARRICKS CR
1463	Harricks Cr opp 2nd Cracknell St	-35.4089356	149.0924493	HARRICKS CR
1465	MacKillop College MacKinnon St SSO	-35.40531954	149.0896504	MACKINNON ST
1466	Wheeler Cr after Sternberg Cr	-35.40233746	149.0917832	WHEELER CR
1467	Wheeler Cr before Hanna St	-35.40052646	149.0892272	WHEELER CR
1468	Wheeler Cr before Sternberg Cr	-35.40209383	149.0917967	WHEELER CR
1469	Wheeler Cr opp Hanna St	-35.40040904	149.0892924	WHEELER CR
1470	Wheeler Cr after Guthridge Cr	-35.39815322	149.0883721	WHEELER CR
1471	Wheeler Cr after Kirkton St	-35.39811708	149.0884813	WHEELER CR
1472	Wanniassa HS Wheeler Cr	-35.39480349	149.0866927	WHEELER CR
1473	Wheeler Cr opp Wanniassa HS	-35.39465284	149.0865941	WHEELER CR
1486	Clift Cr after Ashley Dr	-35.42473849	149.1040191	CLIFT CR
1487	Clift Cr before Ashley Dr	-35.42489673	149.1040431	CLIFT CR
1488	29 Clift Cr	-35.42628022	149.1070561	CLIFT CR
1489	Clift Cr opp 29	-35.42637242	149.107042	CLIFT CR
1490	Clift Cr before 2nd Kiddle Cr	-35.42756206	149.1095885	CLIFT CR
1491	Clift Cr opp 1st Kiddle Cr	-35.42762363	149.1097796	CLIFT CR
1492	Clift Cr before Heagney Cr	-35.42628164	149.1122876	CLIFT CR
1493	Clift Cr opp Heagney Cr	-35.42630806	149.1124777	CLIFT CR
1494	Heagney Cr before Beattie Cr	-35.42538309	149.114077	HEAGNEY CR
1495	Heagney Cr before 2nd Mclorinan St	-35.42523792	149.1142846	HEAGNEY CR
1496	Beattie Cr before 2nd McBurney Cr	-35.42276155	149.1120195	BEATTIE CR
1497	Beattie Cr before Swanton St	-35.42305807	149.1121781	BEATTIE CR
1498	Beattie Cr after Hemmings Cr	-35.42098376	149.1136206	BEATTIE CR
1499	Beattie Cr opp Hemmings Cr	-35.42096507	149.1138646	BEATTIE CR
1500	Beattie Cr after Goldstein Cr	-35.4183128	149.1155694	BEATTIE CR
1501	Beattie Cr after 2nd Longman St	-35.4186011	149.115219	BEATTIE CR
1504	Gowrie Shops Castleton Cr	-35.41386957	149.1093272	CASTLETON CR
1505	Castleton Cr opp Gowrie Shops	-35.41401259	149.109397	CASTLETON CR
1506	Castleton Cr after 2nd Wheatley St	-35.41206586	149.1058071	CASTLETON CR
1507	Castleton Cr opp 1st Wheatley St	-35.411981	149.105556	CASTLETON CR
1508	Castleton Cr before Easterbrook Pl	-35.40996255	149.1048858	CASTLETON CR
1509	Castleton Cr opp Easterbrook Pl	-35.41009004	149.1049673	CASTLETON CR
1510	Castleton Cr after Farcomb Pl	-35.40734864	149.1064661	CASTLETON CR
1511	Castleton Cr after Middleton Cct	-35.40718209	149.1065047	CASTLETON CR
1512	Castleton Cr after Peeler Pl	-35.40605598	149.111056	CASTLETON CR
1513	Castleton Cr before Wray Pl	-35.40619671	149.111205	CASTLETON CR
1529	Bugden Av after Mactier Pl	-35.4144707	149.1045328	BUGDEN AV
1530	Bugden Av opp Denehy Pl	-35.41468488	149.1046056	BUGDEN AV
1531	Bugden Av after 1st Dalziel St	-35.41713615	149.1048555	BUGDEN AV
1532	Bugden Av after 1st Stacy St	-35.41693541	149.1047875	BUGDEN AV
1533	Bugden Av after 2nd Dalziel St	-35.41807914	149.1073854	BUGDEN AV
1534	Bugden Av before 1st Ingram St	-35.41795463	149.1078556	BUGDEN AV
1535	Bugden Av after Beardsmore Pl	-35.4158105	149.1098403	BUGDEN AV
1536	Bugden Av before 2nd Galleghan Cct	-35.41572843	149.1100485	BUGDEN AV
1537	Norriss St after 1st Woodburn St	-35.41685165	149.1177722	NORRISS ST
1538	Norriss St opp 2nd Woodburn St	-35.41691234	149.117961	NORRISS ST
1539	Norriss St opp Caroline Chisholm Senior School	-35.41643112	149.1210318	NORRISS ST
1540	Caroline Chisholm Senior School Norriss St	-35.41657519	149.1208363	NORRISS ST
1542	Hambidge Cr before Proctor St	-35.4160409	149.1301893	HAMBIDGE CR
1543	Hambidge Cr opp 64	-35.41826776	149.1272118	HAMBIDGE CR
1544	64 Hambidge Cr	-35.41809701	149.127335	HAMBIDGE CR
1545	Hambidge Cr after 1st Alice Jackson Cr	-35.41660211	149.129855	HAMBIDGE CR
1546	Baskerville St after Hambidge Cr	-35.41952976	149.1254245	BASKERVILLE ST
1547	Baskerville St before Hambidge Cr	-35.41958369	149.1253313	BASKERVILLE ST
1548	Baskerville St before 1st Laughton St	-35.42205137	149.1243895	BASKERVILLE ST
1549	Baskerville St opp 2nd Laughton St	-35.42196067	149.1245237	BASKERVILLE ST
1550	Heagney Cr after Alston St	-35.42428146	149.1234767	HEAGNEY CR
1551	Heagney Cr after 1st Muntz St	-35.42440675	149.1236826	HEAGNEY CR
1552	Heagney Cr after Goldstein Cr	-35.42425157	149.1213316	HEAGNEY CR
1553	Heagney Cr before 1st Moffin St	-35.42434299	149.1212591	HEAGNEY CR
1554	Heagney Cr after 2nd Mofflin St	-35.42431445	149.1174422	HEAGNEY CR
1555	Heagney Cr opp 2nd McLorinan St	-35.42419954	149.1172091	HEAGNEY CR
1556	Richardson Shops Clift Cr	-35.42725875	149.1157924	CLIFT CR
1557	Clift Cr opp Meeson St	-35.4286681	149.1184968	CLIFT CR
1558	Clift Cr before Meeson St	-35.42860354	149.11858	CLIFT CR
1559	Clift Cr opp Richardson Shops	-35.42733438	149.1160036	CLIFT CR
1560	Louisa Lawson Cr before Gellatly Pl	-35.41769078	149.1372168	LOUISA LAWSON CR
1561	Louisa Lawson Cr after 1st May Maxwell Cr	-35.41759988	149.1372595	LOUISA LAWSON CR
1562	Louisa Lawson Cr after Fenston Pl	-35.41614418	149.1394378	LOUISA LAWSON CR
1563	Louisa Lawson Cr opp Fenston Pl	-35.41608789	149.1393582	LOUISA LAWSON CR
1564	Louisa Lawson Cr before 1st Aronson Cr	-35.41231644	149.1375087	LOUISA LAWSON CR
1565	Louisa Lawson Cr after 2nd Willoughby Cr	-35.41225886	149.1374003	LOUISA LAWSON CR
1566	Louisa Lawson Cr before 2nd Willoughby Cr	-35.41251102	149.1352751	LOUISA LAWSON CR
1567	Louisa Lawson Cr after 1st Aronson Cr	-35.41257805	149.135104	LOUISA LAWSON CR
1568	Louisa Lawson Cr before 2nd Aronson Cr	-35.41387457	149.1330019	LOUISA LAWSON CR
1569	Louisa Lawson Cr before Litchfield Pl	-35.41385285	149.1329045	LOUISA LAWSON CR
1576	Duggan St after Outtrim Av	-35.43652368	149.0977432	DUGGAN ST
1577	Duggan St before Outtrim Av	-35.43648458	149.0976067	DUGGAN ST
1596	Newman-Morris Cct before Taverner St	-35.40424678	149.077479	NEWMAN MORRIS CCT
1597	Newman-Morris Cct after Taverner St	-35.40426166	149.0776093	NEWMAN MORRIS CCT
1599	McBryde Cr opp Trinity Christian School	-35.4074157	149.087085	MCBRYDE CR
1600	Trinity Christian School McBryde Cr	-35.40752719	149.0868412	MCBRYDE CR
1601	Ashley Dr before Michaelis Ct	-35.40346354	149.1016393	ASHLEY DR
1602	Ashley Dr before Lansell Cct	-35.40351168	149.1018255	ASHLEY DR
1606	Calwell HS Casey Cr	-35.44123862	149.1168842	CASEY CR
1607	Caroline Chisholm Senior School Hambidge Cr SSO	-35.418419	149.1216918	HAMBIDGE CR
1608	St Clares College McMillan Cr SSO	-35.32321912	149.1461826	MCMILLAN CR
1609	St Edmunds College McMillan Cr SSO	-35.32321457	149.1460329	MCMILLAN CR
1613	Marist College School Grounds SSO	-35.36009384	149.0882375	PRIVATE RD
1614	Melrose HS Marr St SSO	-35.36325684	149.0882562	MARR ST
1615	Holy Family PS Castleton Cr	-35.41095264	149.1157007	CASTLETON CR
1620	St Anthony's PS School Grounds SSO	-35.39424723	149.0804779	LOCAL RD
1630	Laurens St before McBryde Cr	-35.40672746	149.0842903	LAURENS ST
1631	Laurens St after McBryde Cr	-35.40687024	149.0843226	LAURENS ST
1637	Weston Creek Terminus Hindmarsh Dr	-35.34393224	149.027668	HINDMARSH DR
1638	Forsythe St before Pockett Av	-35.47448987	149.0947037	FORSYTHE ST
1639	Forsythe St after Pockett Av	-35.47452477	149.0949261	FORSYTHE ST
1640	Mt Vernon Dr after Kambah Pool Rd SSO	-35.38896372	149.0325115	MT VERNON DR
1641	Lanyon Marketplace Terminus	-35.45615966	149.0922913	BOX HILL AV
1642	Barraclough Cr opp Goodwin Village	-35.41633197	149.0962592	BARRACLOUGH CR
1649	Lawrence Wackett Cr before Tharwa Dr	-35.44264575	149.1226361	LAWRENCE WACKETT CR
1650	Lawrence Wackett Cr after Scantlebury Cr	-35.44265203	149.1227916	LAWRENCE WACKETT CR
1651	Goodwin Village Barraclough Cr	-35.41628049	149.0959011	BARRACLOUGH CR
1660	Barr Smith Av after 1st Derrington Cr	-35.4322278	149.0766502	BARR SMITH AV
1661	Barr Smith Av before 2nd Derrington Cr	-35.43081155	149.0748163	BARR SMITH AV
1666	Gordon PS Knoke Av	-35.45817198	149.0862395	KNOKE AV
1667	Duggan St before Downard St	-35.43899152	149.0982854	DUGGAN ST
1668	Duggan St before Pennington Cr	-35.43907412	149.0982005	DUGGAN ST
1669	Clive Steele Av opp 187	-35.4198701	149.0856531	CLIVE STEELE AV
1670	189 Clive Steele Av	-35.4199685	149.0858538	CLIVE STEELE AV
1671	Clive Steele Av opp Falconer St	-35.42135901	149.0885923	CLIVE STEELE AV
1672	Clive Steele Av after Falconer St	-35.42137701	149.0887502	CLIVE STEELE AV
1675	Forsythe St after Bellchambers Cr	-35.47514056	149.097619	FORSYTHE ST
1676	Forsythe St after 1st Smeaton Cct	-35.47488181	149.0971538	FORSYTHE ST
1677	Forsythe St after 2nd Olive Pink Cr	-35.47655231	149.0997925	FORSYTHE ST
1678	Forsythe St after 2nd Smeaton Cct	-35.47644284	149.099815	FORSYTHE ST
1679	Forsythe St after 2nd Alison Ashby Cr	-35.47524101	149.1010676	FORSYTHE ST
1680	73 Forsythe St	-35.47498955	149.100909	FORSYTHE ST
1681	Paperbark St after Galbraith Cl	-35.47239927	149.1032054	PAPERBARK ST
1682	Paperbark St after Troughton St	-35.47240464	149.1031041	PAPERBARK ST
1683	Paperbark St before 2nd Kettlewell Cr	-35.46919876	149.1046692	PAPERBARK ST
1684	Paperbark St opp 1st Kettlewell Cr	-35.4698548	149.104424	PAPERBARK ST
1685	Paperbark St after 1st Kettlewell Cr	-35.46834889	149.1056894	PAPERBARK ST
1686	Paperbark St before Jane Sutherland St	-35.46824186	149.1059853	PAPERBARK ST
1687	Templestowe Av after Eaglemont Rt	-35.46389136	149.1113493	TEMPLESTOWE AV
1688	Templestowe Av opp Eaglemont Rt	-35.46382983	149.1112077	TEMPLESTOWE AV
1689	Templestowe Av after 2nd Barringer St	-35.46263946	149.1097893	TEMPLESTOWE AV
1690	Templestowe Av opp 2nd Barringer St	-35.462751	149.1094936	TEMPLESTOWE AV
1691	Templestowe Av after 1st Barringer St	-35.46249718	149.1079235	TEMPLESTOWE AV
1692	Templestowe Av opp 2nd Barringer St	-35.46222867	149.1071937	TEMPLESTOWE AV
1696	Barr Smith Av opp 2nd Derrington Cr	-35.43218024	149.0767944	BARR SMITH AV
1697	Barr Smith Av opp 1st Derrington Cr	-35.43095226	149.0750743	BARR SMITH AV
1698	Bugden Av opp Holy Family PS	-35.41004171	149.1183989	BUGDEN AV
1699	Holy Family PS Bugden Av	-35.41001139	149.1182769	BUGDEN AV
1708	City Interchange Plt 7 Arrivals	-35.27789461	149.1307645	MORT ST
1721	City Interchange Plt 11 Arrivals	-35.27933223	149.1304207	EAST ROW
1723	City Interchange Arrivals	-35.27855206	149.1305959	ALINGA ST
1726	Randwick Rd after Flemington Rd	-35.22794009	149.1430618	RANDWICK RD
1729	Anthony Rolfe Av after Waghorn St	-35.1850205	149.154597	ANTHONY ROLFE AV
1734	Canberra Hospital Hospital Rd	-35.34602093	149.1019465	HOSPITAL RD
1736	UC Public Hospital Thirriwirri St	-35.23366267	149.0819395	THIRRIWIRRI ST
1737	Thirriwirri St opp UC Public Hospital	-35.23376211	149.081085	THIRRIWIRRI ST
1738	Pantowora St before Allawoona St	-35.23434889	149.0865345	PANTOWORA ST
1739	Pantowora St after Allawoona St	-35.2343273	149.0862702	PANTOWORA ST
1740	Drakeford Dr after Athllon Dr	-35.4201226	149.0759209	DRAKEFORD DR
1741	Drakeford Dr before Isabella Dr	-35.42096473	149.0766462	DRAKEFORD DR
1766	Barrier St before Ipswich St	-35.3262343	149.1675131	BARRIER ST
1768	Barrier St opp Isa St	-35.32769008	149.1702316	BARRIER ST
1770	Barrier St before Pirie St	-35.32644748	149.1681931	BARRIER ST
1771	Barrier St before Isa St	-35.32776797	149.1706132	BARRIER ST
1772	Newcastle St after Isa St	-35.32541293	149.1725907	NEWCASTLE ST
1776	Battye St opp CIT Bruce	-35.24647135	149.0969663	BATTYE ST
1777	Langton Cr before King Edward Tce	-35.29892883	149.1271968	LANGTON CR
1778	Langton Cr after Newlands St	-35.29945065	149.1274095	LANGTON CR
1790	Anthony Rolfe Av after Gundaroo Rd	-35.18271037	149.1304293	ANTHONY ROLFE AV
1791	Summerland Cct after Mannheim St	-35.38538253	149.0733183	SUMMERLAND CCT
1792	Summerland Cct after Mason St	-35.38543781	149.0732492	SUMMERLAND CCT
1801	Gungahlin Place Plt 3 Arrivals	-35.18535047	149.1351597	GUNGAHLIN PL
1802	North Weston Park & Ride	-35.32168012	149.0582959	COTTER RD
1803	Tuggeranong Interchange Plt 3	-35.41465574	149.0656351	PITMAN ST
1804	Tuggeranong Interchange Plt 4	-35.414427	149.065463	PITMAN ST
1807	Tuggeranong Interchange Plt 7	-35.41461578	149.0653885	PITMAN ST
1808	Tuggeranong Interchange Plt 8	-35.41492272	149.0656265	PITMAN ST
1809	Opp North Weston Park & Ride	-35.3225913	149.0576216	COTTER RD
1810	Anketell St opp Lakeside Leisure Centre	-35.41227856	149.0633126	ANKETELL ST
1811	Theodore Terminus Chippindall Cct	-35.45305811	149.1185634	CHIPPINDALL CCT
1812	Lanyon Marketplace Terminus	-35.45635411	149.0924628	BOX HILL AV
1815	Barr Smith Av opp Coombe St	-35.42901359	149.0745774	BARR SMITH AV
1816	Barr Smith Av after Coombe St	-35.42880354	149.074735	BARR SMITH AV
1821	City West Marcus Clarke St	-35.27910224	149.125561	PRIVATE RD
1825	IKEA Majura Rd	-35.29608475	149.187705	MAJURA RD
1836	Ashley Dr before Erindale Dr	-35.40762127	149.1024101	ASHLEY DR
1837	Ashley Dr after Erindale Dr	-35.40745001	149.1027195	ASHLEY DR
1838	Ashley Dr opp Bugden Av	-35.41334207	149.1023584	ASHLEY DR
1839	Ashley Dr before Bugden Av	-35.41241991	149.1027694	ASHLEY DR
1840	Ashley Dr before Isabella Dr	-35.42410855	149.1032318	ASHLEY DR
1841	Ashley Dr after Isabella Dr	-35.42264962	149.10351	ASHLEY DR
1903	Callaway Cr after 2nd Myles Connell Cr	-35.46190488	149.0822282	CALLAWAY CR
1904	Knoke Av after 1st Mina Wylie Cr	-35.46390154	149.0831744	KNOKE AV
1905	Wanniassa Shops Langdon Av	-35.39105172	149.0867842	LANGDON AV
1906	Langdon Av opp Wanniassa Shops	-35.39108785	149.0869371	LANGDON AV
1907	Carruthers St before Theodore St	-35.33182067	149.0792788	CARRUTHERS ST
1908	Wanniassa Park & Ride	-35.3895888	149.0846857	ATHLLON DR
1909	Wanniassa Park & Ride	-35.39017888	149.0835593	ATHLLON DR
2	Athllon Dr after Learmonth Dr	-35.40261081	149.0647474	ATHLLON DR
2002	Launceston St before Furzer St	-35.34080042	149.084461	LAUNCESTON ST
2003	Theodore St before 1st James St	-35.33569636	149.0812593	THEODORE ST
2004	Theodore St before 2nd James St	-35.33349746	149.0797497	THEODORE ST
2005	Carruthers St opp Curtin PS	-35.33050952	149.0777282	CARRUTHERS ST
2006	Carruthers St after 2nd McCormack St	-35.32766241	149.0755884	CARRUTHERS ST
2007	Carruthers St after Jennings St	-35.32456597	149.0755763	CARRUTHERS ST
2008	Throssell St after Kennerley St	-35.32298617	149.074811	THROSSELL ST
2009	Throssell St after Jennings St	-35.32115958	149.0749249	THROSSELL ST
2010	Throssell St opp Prendergast St	-35.31938789	149.0770388	THROSSELL ST
2011	Dunstan St before McCulloch St	-35.31874683	149.0802418	DUNSTAN ST
2012	McCulloch St before 2nd Morgan Cr	-35.32160844	149.0819541	MCCULLOCH ST
2013	McCulloch St after 2nd Morgan Cr	-35.32318796	149.0825764	MCCULLOCH ST
2014	Carruthers St opp Curtin Shops	-35.32460617	149.0827767	CARRUTHERS ST
2015	Carruthers St after Allan St	-35.32551398	149.0850242	CARRUTHERS ST
2016	Carruthers St before Groom St	-35.3269171	149.0900115	CARRUTHERS ST
2017	Carruthers St after Yarra Glen	-35.32582587	149.0852346	CARRUTHERS ST
2018	Curtin Shops Carruthers St	-35.32499355	149.0830012	CARRUTHERS ST
2019	McCulloch St before Propsting St	-35.32328656	149.0823997	MCCULLOCH ST
2020	McCulloch St after Reynolds St	-35.32092595	149.0815912	MCCULLOCH ST
2021	Dunstan St after McCulloch St	-35.31886245	149.0802283	DUNSTAN ST
2022	Throssell St after Prendergast St	-35.31947892	149.0769872	THROSSELL ST
2023	Throssell St after 2nd Robertson St	-35.3215206	149.0749528	THROSSELL ST
2024	Throssell St after Storey St	-35.32304061	149.0749477	THROSSELL ST
2025	Carruthers St opp Jennings St	-35.32471249	149.0756537	CARRUTHERS ST
2026	Carruthers St after Nelson Pl	-35.32778794	149.0757852	CARRUTHERS ST
2027	Carruthers St before Curtin PS	-35.33028761	149.077684	CARRUTHERS ST
2028	Theodore St opp 1st James St	-35.33368639	149.0798767	THEODORE ST
2029	Theodore St before 2nd Holman St	-35.33555416	149.0812458	THEODORE ST
2030	Marrawah St after Theodore St	-35.33859669	149.0820313	MARRAWAH ST
2031	Launceston St after Irving St	-35.34066542	149.0847094	LAUNCESTON ST
2032	Melrose Dr opp Phillip Pool	-35.33908355	149.0828128	MELROSE DR
2033	Melrose Dr before Launceston St	-35.33921525	149.083122	MELROSE DR
2034	Beasley St opp Torrens PS	-35.37225059	149.0897911	BEASLEY ST
2035	Torrens PS Beasley St	-35.37187585	149.0906609	BEASLEY ST
2036	Beasley St after Lambrigg St	-35.37194843	149.0954725	BEASLEY ST
2037	Beasley St after Athllon Dr	-35.37186512	149.0954934	BEASLEY ST
2038	Badimara St after Yambina St	-35.35850509	149.0601141	BADIMARA ST
2039	Beasley St before Wilkins St	-35.3717176	149.0981234	BEASLEY ST
2040	Wilkins St after Hoadley St	-35.37060599	149.0996322	WILKINS ST
2041	Wilkins St after Beasley St	-35.37050416	149.0994226	WILKINS ST
2042	Heard St after Wilkins St	-35.36816519	149.0976881	HEARD ST
2043	Heard St before Wilkins St	-35.36803378	149.0975724	HEARD ST
2044	Heard St opp Southlands Shops	-35.36557756	149.0954233	HEARD ST
2045	Southlands Shops Heard St	-35.36547111	149.0953237	HEARD ST
2050	Pearce Shops Macfarland Cr	-35.36298743	149.0813535	MACFARLAND CR
2052	Nemarang Cr after Larakia St	-35.35185489	149.0639087	NEMARANG CR
2053	Hodgson Cr at Murphy Cr	-35.36627381	149.0825307	HODGSON CR
2054	Hodgson Cr after Brinsmead St	-35.36621603	149.0823267	HODGSON CR
2055	Macfarland Cr before 2nd Threlfall St	-35.35822901	149.075663	MACFARLAND CR
2056	Macfarland Cr after Wilsmore Cr	-35.35811558	149.0754962	MACFARLAND CR
2057	Macfarland Cr after Collings St	-35.36130538	149.0779945	MACFARLAND CR
2058	Macfarland Cr before Sheehan St	-35.36150189	149.078048	MACFARLAND CR
2059	Macfarland Cr after Waldock St	-35.35562272	149.0752475	MACFARLAND CR
2060	Macfarland Cr opp Waldock St	-35.35573495	149.0753263	MACFARLAND CR
2061	Chifley Shops Eggleston Cr	-35.35253017	149.0755348	EGGLESTON CR
2062	Eggleston Cr opp Chifley Shops	-35.35215008	149.075305	EGGLESTON CR
2063	Eggleston Cr after McDonald St	-35.34959445	149.0761385	EGGLESTON CR
2064	Eggleston Cr after Plunkett St	-35.34967565	149.0761868	EGGLESTON CR
2065	Launceston St opp Dennes Pl	-35.34667652	149.0741317	LAUNCESTON ST
2066	Launceston St after Dennes Pl	-35.34672598	149.074034	LAUNCESTON ST
2067	Launceston St before 2nd Tarraleah Cr	-35.34341176	149.0745257	LAUNCESTON ST
2068	Launceston St after Port Arthur St	-35.34286297	149.0746701	LAUNCESTON ST
2069	Lyons Shops Launceston St	-35.33970762	149.0769857	LAUNCESTON ST
2070	Launceston St opp Lyons Shops	-35.3404079	149.0764722	LAUNCESTON ST
2071	Launceston St after Glenorchy St	-35.33954083	149.0799739	LAUNCESTON ST
2072	Launceston St after Burnie St	-35.33960083	149.0798401	LAUNCESTON ST
2073	Beasley St opp Gepp Pl	-35.36864254	149.0846959	BEASLEY ST
2074	Torrens Shops Beasley St	-35.37308863	149.0866308	BEASLEY ST
2075	Beasley St before Hawker St	-35.3708112	149.0852371	BEASLEY ST
2076	Beasley St before Wyatt St	-35.3707441	149.0853641	BEASLEY ST
2077	Beasley St before Gepp Pl	-35.3684832	149.0844739	BEASLEY ST
2090	Badimara St after 1st Kalgoorlie Cr	-35.35863111	149.0601778	BADIMARA ST
2091	Canberra College Launceston St	-35.34108096	149.0885753	LAUNCESTON ST
2092	Launceston St opp Canberra College	-35.34031304	149.0903389	LAUNCESTON ST
2093	Yamba Dr opp St Peter & St Pauls PS	-35.34054655	149.0935135	YAMBA DR
2094	Yamba Dr after Kitchener St	-35.3424573	149.096397	YAMBA DR
2095	Yamba Dr opp Canberra Hospital	-35.34670034	149.0995798	YAMBA DR
2096	Tyagarah St before Culgoa Cct	-35.35011835	149.1064408	TYAGARAH ST
2097	Culgoa Cct after 2nd Jindalee Cr	-35.35220314	149.1043922	CULGOA CCT
2098	Culgoa Cct before Bulwarra Cl	-35.35233912	149.1045553	CULGOA CCT
2099	Culgoa Cct after 1st Jindalee Cr	-35.35437963	149.1049956	CULGOA CCT
2100	Culgoa Cct opp 2nd Jindalee Cr	-35.35430567	149.1051015	CULGOA CCT
2101	Kareelah Vsta after Mialli Pl	-35.35545968	149.1072673	KAREELAH VSTA
2102	Kareelah Vsta after Gerogery Pl	-35.35548548	149.1071316	KAREELAH VSTA
2103	Kareelah Vsta before Numeralla St	-35.35743109	149.1076883	KAREELAH VSTA
2104	Kareelah Vsta after Taronga Pl	-35.35777968	149.1083763	KAREELAH VSTA
2105	Ngunawal Dr before Kareelah Vsta	-35.35944309	149.1090381	NGUNAWAL DR
2106	Ngunawal Dr after Kareelah Vsta	-35.35962254	149.1090868	NGUNAWAL DR
2107	Bromby St before Cobbadah St	-35.36212985	149.1069532	BROMBY ST
2108	Bromby St opp Cobbadah St	-35.36207998	149.1071247	BROMBY ST
2109	Bromby St after William Wilkins Cr	-35.36360122	149.1077717	BROMBY ST
2110	Bromby St after Julia Flynn Av	-35.36364111	149.107655	BROMBY ST
2111	Julia Flynn Av after Adkinson Cl	-35.36420632	149.1105476	JULIA FLYNN AV
2112	St Judes PS Mulley St	-35.33553157	149.0510914	MULLEY ST
2113	Mulley St opp St Judes PS	-35.33561529	149.0510452	MULLEY ST
2114	Heysen St opp Gruner St	-35.3310828	149.0586114	HEYSEN ST
2115	Heysen St before Gruner St	-35.33129971	149.0587907	HEYSEN ST
2116	Heysen St before Bellette St	-35.33335612	149.0609012	HEYSEN ST
2117	Heysen St after Bunny St	-35.33332368	149.0606891	HEYSEN ST
2118	Dixon Dr after Twynam St	-35.32956137	149.0464391	DIXON DR
2119	Dixon Dr opp Guy Pl	-35.32947339	149.0462576	DIXON DR
2120	Dixon Dr opp Hyndes Cr	-35.3296791	149.0438503	DIXON DR
2121	Dixon Dr after Hyndes Cr	-35.32981411	149.0438636	DIXON DR
2122	Dixon Dr opp Warragamba Av	-35.33003697	149.0419859	DIXON DR
2123	Dixon Dr after Warragamba Av	-35.32994684	149.041878	DIXON DR
2124	Warragamba Av before Dixon Dr	-35.3301755	149.0381589	WARRAGAMBA AV
2125	Warragamba Av after Dixon Dr	-35.33028078	149.0381704	WARRAGAMBA AV
2128	Burrinjuck Cr opp Duffy PS	-35.33419878	149.0322786	BURRINJUCK CR
2129	Duffy PS Burrinjuck Cr	-35.33485411	149.0319066	BURRINJUCK CR
2130	Burrinjuck Cr before Serpentine St	-35.33346777	149.0347894	BURRINJUCK CR
2131	Burrinjuck Cr before 2nd Blowering St	-35.33360439	149.0346531	BURRINJUCK CR
2132	Burrinjuck Cr after 1st Blowering St	-35.333022	149.0372227	BURRINJUCK CR
2133	Duffy Shops Burrinjuck Cr	-35.33682281	149.0317568	BURRINJUCK CR
2134	Burrinjuck Cr opp Duffy Shops	-35.33704554	149.0315929	BURRINJUCK CR
2135	Renmark St after 1st Jemalong St	-35.33844068	149.0302746	RENMARK ST
2136	Renmark St after Eungella St	-35.33845376	149.030462	RENMARK ST
2137	Eucumbene Dr opp 22	-35.34104248	149.0275331	EUCUMBENE DR
2138	22 Eucumbene Dr	-35.34119277	149.0275489	EUCUMBENE DR
2139	Hindmarsh Dr opp Weston Creek Terminus	-35.34381966	149.0278225	HINDMARSH DR
2140	Hindmarsh Dr opp Darwinia Tce	-35.34383072	149.0301169	HINDMARSH DR
2141	Wyangala St at Tullaroop St	-35.34251986	149.0321591	WYANGALA ST
2142	Wyangala St after 2nd Burdekin St	-35.34137468	149.0330865	WYANGALA ST
2143	Wyangala St opp 1st Burdekin St	-35.34078527	149.0337187	WYANGALA ST
2144	Hindmarsh Dr after Dixon Dr	-35.34205257	149.0424434	HINDMARSH DR
2145	Hindmarsh Dr opp Dixon Dr	-35.34216213	149.0425749	HINDMARSH DR
2147	Hindmarsh Dr before Darwinia Tce	-35.34391317	149.0303071	HINDMARSH DR
2148	Darwinia Tce opp Kathner St	-35.34660657	149.0287141	DARWINIA TCE
2149	Darwinia Tce after Kathner St	-35.34630187	149.0286064	DARWINIA TCE
2150	Darwinia Tce after Angophora St	-35.34998017	149.0300991	DARWINIA TCE
2151	Darwinia Tce after Rafferty St	-35.35017333	149.030192	DARWINIA TCE
2152	Darwinia Tce opp Rafferty St	-35.35141678	149.0321598	DARWINIA TCE
2153	Darwinia Tce before Rafferty St	-35.35139484	149.0319634	DARWINIA TCE
2154	Darwinia Tce after Casuarina St	-35.35232278	149.0341423	DARWINIA TCE
2155	Darwinia Tce after Perry Dr	-35.35244545	149.0342455	DARWINIA TCE
2156	Perry Dr before Rene St	-35.35471733	149.0345611	PERRY DR
